operator,charging_facility_type,number_of_charging_points,power_connection_capacity,city,postal_code,commissioning_date,year,month,state
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13189,2020-10-26,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13347,2020-01-10,2020,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13349,2020-10-26,2020,10,Berlin
Kaufland,Schnellladeeinrichtung,2,93.0,Berlin,13349,2019-10-01,2019,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13351,2018-04-18,2018,4,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13355,2019-01-24,2019,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13355,2020-10-05,2020,10,Berlin
CPI Next Level Ventures GmbH,Schnellladeeinrichtung,2,150.0,Berlin,13355,2022-03-31,2022,3,Berlin
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Normalladeeinrichtung,1,22.0,Berlin,13355,2021-04-01,2021,4,Berlin
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Normalladeeinrichtung,1,22.0,Berlin,13355,2021-04-01,2021,4,Berlin
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Normalladeeinrichtung,1,22.0,Berlin,13355,2021-04-01,2021,4,Berlin
Lidl,Normalladeeinrichtung,2,44.0,Berlin,13357,2019-07-25,2019,7,Berlin
Toll & Toll Bau GmbH,Normalladeeinrichtung,2,11.0,Berlin,13359,2022-12-15,2022,12,Berlin
CPI Next Level Ventures GmbH,Normalladeeinrichtung,2,22.0,Berlin,13403,2021-11-01,2021,11,Berlin
CPI Next Level Ventures GmbH,Schnellladeeinrichtung,1,150.0,Berlin,13403,2021-11-01,2021,11,Berlin
Kaufland,Schnellladeeinrichtung,2,93.0,Berlin,13403,2019-03-24,2019,3,Berlin
Kaufland,Schnellladeeinrichtung,3,93.0,Berlin,13403,2019-03-29,2019,3,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13407,2020-11-13,2020,11,Berlin
Lidl,Schnellladeeinrichtung,3,50.0,Berlin,13407,2020-03-23,2020,3,Berlin
CPI Next Level Ventures GmbH,Schnellladeeinrichtung,2,150.0,Berlin,13435,2021-09-28,2021,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13507,2020-10-26,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13509,2020-04-16,2020,4,Berlin
Ladekonzepte,Normalladeeinrichtung,2,43.0,Berlin,13509,2021-04-10,2021,4,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,22.0,Berlin,13509,2018-11-26,2018,11,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,44.0,Berlin,13509,2022-05-30,2022,5,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,44.0,Berlin,13509,2022-05-30,2022,5,Berlin
Shell Deutschland GmbH,Schnellladeeinrichtung,1,175.0,Berlin,13539,2021-12-06,2021,12,
Allego GmbH,Schnellladeeinrichtung,2,93.0,Berlin,13581,2020-02-27,2020,2,Berlin
Kaufland,Schnellladeeinrichtung,2,93.0,Berlin,13581,2018-10-05,2018,10,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,44.0,Berlin,13581,2022-12-06,2022,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13585,2020-09-17,2020,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13585,2020-11-05,2020,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13587,2020-12-21,2020,12,Berlin
Lidl,Normalladeeinrichtung,2,44.0,Berlin,13591,2019-10-01,2019,10,Berlin
Lidl,Schnellladeeinrichtung,3,50.0,Berlin-Spandau,13591,2019-10-01,2019,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13593,2020-03-16,2020,3,Berlin
Kaufland,Schnellladeeinrichtung,3,184.0,Berlin,13593,2022-08-02,2022,8,Berlin
Allego GmbH,Normalladeeinrichtung,2,22.0,Berlin,13595,2018-04-18,2018,4,Berlin
Kaufland,Schnellladeeinrichtung,3,93.0,Berlin,13597,2020-04-23,2020,4,Berlin
deer GmbH,Normalladeeinrichtung,2,44.0,Berlin,13599,2022-03-31,2022,3,Berlin
E.ON Drive GmbH,Normalladeeinrichtung,1,3.7,Berlin,13599,2021-07-14,2021,7,Berlin
E.ON Drive GmbH,Normalladeeinrichtung,1,3.7,Berlin,13599,2021-07-14,2021,7,Berlin
E.ON Drive GmbH,Normalladeeinrichtung,1,3.7,Berlin,13599,2021-07-14,2021,7,Berlin
E.ON Drive GmbH,Normalladeeinrichtung,1,11.0,Berlin,13629,2022-11-22,2022,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14050,2020-09-29,2020,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,14052,2019-06-19,2019,6,Berlin
Privatperson,Normalladeeinrichtung,1,22.0,Berlin,14055,2022-01-01,2022,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,14055,2018-11-21,2018,11,Berlin
Allego GmbH,Normalladeeinrichtung,2,22.0,Berlin,14055,2020-10-09,2020,10,Berlin
E.ON Drive Infrastructure,Schnellladeeinrichtung,3,300.0,Berlin,14055,2020-07-09,2020,7,Berlin
E.ON Drive Infrastructure,Schnellladeeinrichtung,3,300.0,Berlin,14055,2020-07-09,2020,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14057,2020-04-29,2020,4,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14057,2020-09-29,2020,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14059,2021-02-03,2021,2,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14059,2020-12-03,2020,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14059,2020-09-29,2020,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14109,2020-10-07,2020,10,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14109,2022-12-19,2022,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14129,2020-05-08,2020,5,Berlin
Mer Germany GmbH,Schnellladeeinrichtung,2,225.0,Berlin,14129,2022-10-10,2022,10,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2022-12-01,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2022-12-05,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2023-01-26,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2022-12-05,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2022-12-03,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2022-12-13,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2022-12-13,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2022-12-13,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2023-02-07,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2023-02-16,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2023-02-16,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2023-02-16,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14129,2023-02-16,2023,2,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,14163,2019-09-05,2019,9,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14163,2023-01-14,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14167,2023-01-12,2023,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14169,2020-04-23,2020,4,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14169,2023-01-12,2023,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14195,2020-10-26,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,14195,2020-12-03,2020,12,Berlin
Alter Krug Dahlem,Normalladeeinrichtung,2,22.0,Berlin,14195,2022-08-01,2022,8,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14195,2023-01-22,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,14195,2023-01-20,2023,1,Berlin
GLS Mobility,Normalladeeinrichtung,2,22.0,Berlin,14197,2021-10-27,2021,10,Berlin
Vonovia Mess Service GmbH,Normalladeeinrichtung,2,22.0,Berlin,14197,2021-07-15,2021,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,14199,2020-10-26,2020,10,Berlin
Kaufland,Schnellladeeinrichtung,2,93.0,Berlin,42329,2019-02-19,2019,2,Nordrhein-Westfalen
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Brandenburg,14772,2020-12-15,2020,12,Brandenburg
EWE Go GmbH,Schnellladeeinrichtung,2,160.0,Brandenburg a.d. Havel,14772,2023-01-04,2023,1,Brandenburg
Auto-Technik Dähne GmbH,Normalladeeinrichtung,2,39.6,Brandenburg an der Havel,14772,2021-06-02,2021,6,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Brandenburg,14776,2019-11-19,2019,11,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Brandenburg,14776,2019-11-19,2019,11,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Brandenburg,14776,2020-06-12,2020,6,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Brandenburg,14776,2020-12-15,2020,12,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,22.0,Brandenburg OT Gollwitz,14776,2022-08-25,2022,8,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,22.0,Brandenburg OT Schmerzke,14776,2020-03-16,2020,3,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Brandenburg,14776,2021-02-23,2021,2,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Brandenburg,14776,2021-04-13,2021,4,Brandenburg
Autohaus Thomas Knott GmbH,Normalladeeinrichtung,1,11.0,Cottbus,3044,2022-08-18,2022,8,Brandenburg
Allego GmbH,Schnellladeeinrichtung,2,93.0,Cottbus,3051,2018-09-04,2018,9,Brandenburg
Autohaus Schulze GmbH,Normalladeeinrichtung,1,13.2,Cottbus,3051,2022-02-14,2022,2,Brandenburg
Stadtwerke Frankfurt (Oder) GmbH,Normalladeeinrichtung,2,44.0,Frankfurt (Oder),15230,2019-03-01,2019,3,Brandenburg
INDEPENDENT LIVING Stiftung,Normalladeeinrichtung,1,11.0,Frankfurt (Oder),15230,2021-11-01,2021,11,Brandenburg
Autohaus Bothe OHG,Normalladeeinrichtung,2,22.0,Frankfurt/Oder,15234,2018-09-23,2018,9,Brandenburg
AH Minnich an der Oder GmbH,Normalladeeinrichtung,2,39.6,Frankfurt (Oder),15234,2021-03-18,2021,3,Brandenburg
Auto Center Frankfurt Oder GmbH,Normalladeeinrichtung,2,39.6,Frankfurt (Oder),15234,2021-12-15,2021,12,Brandenburg
Elektro Jahn GmbH & Co. KG,Normalladeeinrichtung,2,22.0,Frankfurt (Oder),15236,2022-09-01,2022,9,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14467,2021-07-06,2021,7,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14467,2021-07-06,2021,7,Brandenburg
Park One GmbH,Normalladeeinrichtung,3,22.0,Potsdam,14467,2019-01-01,2019,1,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14469,2018-10-02,2018,10,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14469,2018-08-29,2018,8,Brandenburg
E.ON Drive GmbH,Normalladeeinrichtung,2,22.0,Potsdam,14469,2022-11-11,2022,11,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14471,2021-07-06,2021,7,Brandenburg
Schlausch & Nicolaides GbR,Normalladeeinrichtung,2,22.0,Potsdam,14473,2021-12-15,2021,12,Brandenburg
Allego GmbH,Schnellladeeinrichtung,2,300.0,Potsdam,14480,2021-12-23,2021,12,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14480,2020-11-27,2020,11,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14482,2019-11-14,2019,11,Brandenburg
Energie und Wasser Potsdam GmbH,Normalladeeinrichtung,2,44.0,Potsdam,14482,2019-11-14,2019,11,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,35.0,Eberswalde,16225,2019-07-24,2019,7,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Eberswalde,16225,2020-05-08,2020,5,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Eberswalde,16225,2020-12-30,2020,12,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Eberswalde,16225,2020-12-30,2020,12,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Eberswalde,16225,2021-12-21,2021,12,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Eberswalde,16227,2020-11-16,2020,11,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Eberswalde,16227,2020-12-30,2020,12,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Breydin,16230,2020-02-18,2020,2,Brandenburg
Ökodorf Brodowin,Normalladeeinrichtung,4,44.0,Chorin OT Brodowin,16230,2022-04-08,2022,4,Brandenburg
Allego GmbH,Schnellladeeinrichtung,2,150.0,Schorfheide,16244,2022-11-04,2022,11,Brandenburg
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Schorfheide,16244,2018-01-15,2018,1,Brandenburg
Zemke Autohaus Bernau GmbH,Normalladeeinrichtung,2,39.6,Schorfheide,16244,2021-02-21,2021,2,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Eberswalde,16255,2021-12-01,2021,12,
Forstbetrieb Haller,Normalladeeinrichtung,1,11.0,Bernau,16321,2021-11-05,2021,11,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,4,44.0,Bernau,16321,2022-06-17,2022,6,Brandenburg
Lukat Automobile &Service GmbH,Normalladeeinrichtung,2,22.0,Bernau,16321,2020-11-26,2020,11,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Panketal,16341,2022-03-10,2022,3,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Marienwerder OT Ruhlsdorf,16348,2020-11-16,2020,11,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,2,44.0,Wandlitz,16348,2020-12-15,2020,12,Brandenburg
M + R Filtermedien GmbH,Normalladeeinrichtung,2,22.0,Wandlitz,16348,2021-09-10,2021,9,Brandenburg
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Ahrensfelde/Blumberg,16356,2022-12-13,2022,12,Brandenburg
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Ahrensfelde/Blumberg,16356,2022-12-13,2022,12,Brandenburg
Pfalzwerke AG,Normalladeeinrichtung,2,22.0,Ahrensfelde,16356,2022-08-10,2022,8,Brandenburg
Barnimer Energiebeteiligungsgesellschaft mbH (BEBG),Normalladeeinrichtung,1,22.0,Biesenthal,16359,2019-07-24,2019,7,Brandenburg
schutti-solar,Normalladeeinrichtung,1,11.0,Schönefeld,12529,2023-01-01,2023,1,Brandenburg
Comfort Charge,Schnellladeeinrichtung,3,100.0,Schönefeld,12529,2020-08-12,2020,8,Brandenburg
GOLDBECK Parking Services GmbH,Normalladeeinrichtung,4,44.0,Schönefeld,12529,2020-11-06,2020,11,Brandenburg
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,44.0,Schönefeld,12529,2018-11-26,2018,11,Brandenburg
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,22.0,Schönefeld,12529,2018-11-26,2018,11,Brandenburg
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,44.0,Schönefeld,12529,2022-12-31,2022,12,Brandenburg
Privatperson,Normalladeeinrichtung,1,11.0,Königs Wusterhausen,15711,2022-09-01,2022,9,Brandenburg
Allego GmbH,Schnellladeeinrichtung,2,150.0,Königs-Wusterhausen,15713,2021-11-23,2021,11,
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Wildau,15745,2022-09-14,2022,9,Brandenburg
Wernecke GmbH,Normalladeeinrichtung,2,44.0,Wildau,15745,2020-01-14,2020,1,Brandenburg
Pflanzen-Kölle Gartencenter GmbH & Co. KG,Normalladeeinrichtung,2,22.0,Wildau,15745,2021-12-01,2021,12,Brandenburg
IONITY GmbH,Schnellladeeinrichtung,1,350.0,Mittenwalde,15749,2019-05-31,2019,5,Brandenburg
Autohaus Tost GmbH,Normalladeeinrichtung,2,39.6,Heidesee,15754,2021-10-12,2021,10,Brandenburg
EDEKA-MIHA Charge GmbH,Schnellladeeinrichtung,2,72.0,Lübben,15907,2022-01-02,2022,1,Brandenburg
Fastned Deutschland GmbH & Co. KG,Schnellladeeinrichtung,2,300.0,Bersteland,15910,2022-07-18,2022,7,Brandenburg
Aral Pulse,Schnellladeeinrichtung,2,300.0,Luckau,15926,2022-04-28,2022,4,Brandenburg
Stadt- und Überlandwerke GmbH Luckau-Lübbenau,Normalladeeinrichtung,2,44.0,Luckau,15926,2020-02-10,2020,2,Brandenburg
Stadt- und Überlandwerke GmbH Luckau-Lübbenau,Normalladeeinrichtung,2,44.0,Luckau,15926,2021-12-29,2021,12,Brandenburg
Privatperson,Normalladeeinrichtung,2,22.0,Finsterwalde,3238,2022-10-18,2022,10,Brandenburg
Handelshof Cottbus - Partner für Technik,Normalladeeinrichtung,2,44.0,Finsterwalde-Massen,3238,2022-09-26,2022,9,Brandenburg
Kiem Consult UG,Schnellladeeinrichtung,2,320.0,Doberlug-Kirchhain,3253,2022-05-06,2022,5,Brandenburg
Autohaus Kühne GmbH,Normalladeeinrichtung,1,13.2,Doberlug-Kirchhain,3253,2021-11-22,2021,11,Brandenburg
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Falkenberg,4895,2018-03-28,2018,3,Brandenburg
Autohaus Koch GmbH,Normalladeeinrichtung,2,39.6,Falkenberg/Elster,4895,2021-04-14,2021,4,Brandenburg
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Elsterwerda,4910,2022-10-05,2022,10,Brandenburg
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Elsterwerda,4910,2019-12-20,2019,12,Brandenburg
Lidl,Normalladeeinrichtung,2,44.0,Elsterwerda,4910,2020-07-01,2020,7,Brandenburg
envia Mitteldeutsche Energie AG,Schnellladeeinrichtung,2,72.0,Herzberg,4916,2018-05-30,2018,5,Brandenburg
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Bad Liebenwerda,4924,2019-09-18,2019,9,Brandenburg
EA EnergieArchitektur Dresden GmbH,Schnellladeeinrichtung,2,120.0,Uebigau – Wahrenbrück,4938,2021-03-15,2021,3,Brandenburg
Privatperson,Normalladeeinrichtung,1,11.0,Falkensee,14612,2021-01-31,2021,1,Brandenburg
EMB Energie Mark Brandenburg GmbH,Normalladeeinrichtung,2,44.0,Dallgow-Döberitz,14624,2021-11-05,2021,11,Brandenburg
BSH Nauen,Normalladeeinrichtung,4,22.0,Nauen,14641,2022-09-23,2022,9,Brandenburg
Allego GmbH,Schnellladeeinrichtung,2,150.0,Wustermark,14641,2021-12-10,2021,12,Brandenburg
EMB Energie Mark Brandenburg GmbH,Normalladeeinrichtung,2,44.0,Wustermark,14641,2018-04-30,2018,4,Brandenburg
EMB Energie Mark Brandenburg GmbH,Normalladeeinrichtung,2,44.0,Nauen,14641,2019-07-15,2019,7,Brandenburg
Volkswagen Automobile Berlin GmbH,Normalladeeinrichtung,1,13.2,Nauen,14641,2021-11-23,2021,11,Brandenburg
PaechElektro inh. Andreas Stoye,Normalladeeinrichtung,2,22.0,Wustermark,14641,2022-02-18,2022,2,Brandenburg
PaechElektro inh. Andreas Stoye,Normalladeeinrichtung,1,22.0,Berlin,14641,2021-02-17,2021,2,Brandenburg
Bildungszentrum Elstal,Normalladeeinrichtung,3,22.0,Wustermark,14641,2022-02-03,2022,2,Brandenburg
Privatperson,Normalladeeinrichtung,1,11.0,Ketzin,14669,2022-11-12,2022,11,Brandenburg
StWB Stadtwerke Brandenburg GmbH & Co. KG,Normalladeeinrichtung,2,22.0,Rathenow,14712,2022-02-02,2022,2,Brandenburg
Rathenower Wärmeversorgung GmbH,Normalladeeinrichtung,2,44.0,Rathenow,14712,2020-09-10,2020,9,Brandenburg
Inselwerke eG,Normalladeeinrichtung,2,44.0,Neutrebbin,15320,2022-11-15,2022,11,Brandenburg
EWE Go GmbH,Normalladeeinrichtung,2,50.0,Strausberg,15344,2018-07-11,2018,7,Brandenburg
Stadtwerke Strausberg GmbH,Normalladeeinrichtung,2,44.0,Strausberg,15344,2021-04-30,2021,4,Brandenburg
Stadtwerke Strausberg GmbH,Normalladeeinrichtung,2,44.0,Strausberg,15344,2023-02-01,2023,2,Brandenburg
Stadtwerke Strausberg GmbH,Normalladeeinrichtung,2,44.0,Rehfelde,15345,2023-02-28,2023,2,Brandenburg
Stadtwerke Strausberg GmbH,Normalladeeinrichtung,2,44.0,Rehfelde,15345,2023-02-28,2023,2,Brandenburg
Kurierdienst,Normalladeeinrichtung,1,11.0,Neuenhagen bei Berlin,15366,2022-10-21,2022,10,Brandenburg
Taxi Hagemann,Normalladeeinrichtung,1,11.0,Neuenhagen,15366,2022-10-17,2022,10,Brandenburg
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Hoppengarten,15366,2021-09-07,2021,9,Brandenburg
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Hoppengarten,15366,2021-09-07,2021,9,Brandenburg
Pflanzen-Kölle Gartencenter GmbH & Co. KG,Normalladeeinrichtung,2,22.0,Dahlwitz-Hoppegarten,15366,2021-12-01,2021,12,Brandenburg
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,315.0,Vogelsdorf,15370,2020-08-12,2020,8,Brandenburg
ORLEN Deutschland GmbH,Schnellladeeinrichtung,2,122.0,Vogelsdorf,15370,2019-07-22,2019,7,Brandenburg
Gemeinde Rüdersdorf bei Berlin,Normalladeeinrichtung,2,22.0,Rüdersdorf bei Berlin,15562,2020-01-06,2020,1,Brandenburg
Barz Automobile GmbH,Normalladeeinrichtung,4,22.0,Bad freienwalde,16259,2021-09-01,2021,9,Brandenburg
Inselwerke eG,Normalladeeinrichtung,2,44.0,Oderaue OT Zollbrücke,16259,2022-12-14,2022,12,Brandenburg
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Bad Freienwalde,16259,2018-09-13,2018,9,Brandenburg
Privatperson,Normalladeeinrichtung,1,11.0,Bliesdorf,16269,2021-02-28,2021,2,Brandenburg
Pfalzwerke AG,Normalladeeinrichtung,2,22.0,ORANIENBURG,16515,2022-10-27,2022,10,Brandenburg
Pfalzwerke AG,Schnellladeeinrichtung,2,150.0,ORANIENBURG,16515,2022-10-27,2022,10,Brandenburg
Stadtwerke Oranienburg GmbH,Normalladeeinrichtung,2,22.0,Oranienburg,16515,2021-03-22,2021,3,Brandenburg
Stadtwerke Oranienburg GmbH,Normalladeeinrichtung,2,22.0,Oranienburg,16515,2021-08-27,2021,8,Brandenburg
